Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,SUBJECT:,SECTION:,COURSE SCHEDULE,I can easily log-in and log-out my Canvas account.,I can access my course using the mobile Canvas app.,I can access my Canvas account using the available computers in JRU.,I have no issues accessing my Canvas account using JRU's wifi connection.,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,I can easily get help when I have problems with my Canvas account.,I can access my Canvas account outside JRU.,I can clearly understand the lessons on my Canvas modules.,I recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version.,I can easily manage the navigation of the courses through the mobile app.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I understand the lessons better with the help of course materials in Canvas.,Canvas course materials make me interested.,The course materials on Canvas helped me prepare for:,,,,My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter.,My instructor encourages me to use Canvas.,Canvas has made it easy for me to:,,,"I can answer the assessment materials (quiz, exam) posted in Canvas.",I find the course materials on Canvas aligned with the:,,,I have been give enough time to accomplish the activities on Canvas.,What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest:
10895055673,241444183,2019-07-31 21:49:29,2019-07-31 21:53:06,110.54.167.214,,,,1772,HIS C101- Readings in Philippine History,BSTM1-1,09:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,advance reading and interesting,gathered more ideas,continue and updates the announcement
10895045815,241444183,2019-07-31 21:44:29,2019-07-31 21:55:34,112.201.10.74,,,,1773,HIS C301 - Life and Works of Rizal,202A,09:00 AM,Agree,Agree,Agree,Agree,N/A,Disagree,Agree,Strongly Disagree,Disagree,N/A,N/A,N/A,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,N/A,Strongly Disagree,Agree,Agree,Disagree,N/A,Strongly Disagree,,they make the time limit short wherein there are types of quizzes that we need to type our answers. And  also the capitalized and lower cases letter are very much observe.,give us time to answer the questions. you are giving us 5 mins to answer the ten item questions with type written question. Pls be considerate. thank you
10895045142,241444183,2019-07-31 21:44:18,2019-07-31 21:50:20,112.205.25.122,,,,1774,ENG C101- Purposive Communication,103P,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,i dont need to buy books because it's already in the canvas,sometimes i dont understand the directions,none
10895040498,241444183,2019-07-31 21:42:36,2019-07-31 21:47:09,112.198.75.231,,,,1775,HTM C704 - Transportation Management,203TM,03:00 PM,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,they notify us,it can't notify me if i'm not connected in the internet,none
10895039607,241444183,2019-07-31 21:43:10,2019-07-31 21:44:55,175.176.33.31,,,,1776,ENG C101- Purposive Communication,102 H,09:00 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10895037545,241444183,2019-07-31 21:39:00,2019-07-31 21:47:51,175.158.197.32,,,,1777,ENG C101- Purposive Communication,M12C,08:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,You can answer in home,,
10895033401,241444183,2019-07-31 21:40:27,2019-07-31 21:41:54,175.176.33.31,,,,1778,FOS C101 - Strategies for Academic Success in College,102 H,01:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10895031787,241444183,2019-07-31 21:39:51,2019-07-31 21:43:21,182.18.229.51,,,,1779,HIS C301 - Life and Works of Rizal,202A,09:00 AM,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,You can study the lesson at home.,The time allotted for quizzes are shortened that puts pressure to students taking it.,
10895029449,241444183,2019-07-31 21:38:53,2019-07-31 21:50:51,130.105.8.28,,,,1780,FOS C101 - Strategies for Academic Success in College,BSA 103-A,12:00 PM,Agree,Disagree,Strongly Agree,Agree,N/A,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,i can read the lesson advance  easily to access,time limit,stay using canvas
10895028263,241444183,2019-07-31 21:37:58,2019-07-31 21:41:58,112.201.173.4,,,,1781,HIS C301 - Life and Works of Rizal,204A,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,,
10895025832,241444183,2019-07-31 21:37:08,2019-07-31 21:38:55,130.105.10.184,,,,1782,NST C101- National Service Training Program 1,105I,11:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10895021465,241444183,2019-07-31 21:34:17,2019-07-31 21:42:15,175.176.28.36,,,,1783,NST C101- National Service Training Program 1,BSHM-102H,11:30 AM,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,is we have time to answer the quizes or activities,,I would like to suggest the fast connection wifi
10895018116,241444183,2019-07-31 21:34:11,2019-07-31 21:36:32,130.105.10.184,,,,1784,ENG C101- Purposive Communication,101EC,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10895012160,241444183,2019-07-31 21:31:43,2019-07-31 21:36:09,110.54.214.14,,,,1785,HIS C101- Readings in Philippine History,101S,10:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,,,
10895010224,241444183,2019-07-31 21:31:24,2019-07-31 21:33:42,130.105.10.184,,,,1786,HIS C101- Readings in Philippine History,102G,12:00 PM,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,,,
10895004507,241444183,2019-07-31 21:28:22,2019-07-31 21:32:13,110.54.167.214,,,,1787,PHI C102- Ethics,BSTM1-1,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,advance reading,gathered more ideas,
10895000116,241444183,2019-07-31 21:26:39,2019-07-31 21:31:42,112.201.162.0,,,,1788,ENG C101- Purposive Communication,BSA-101A,12:00 PM,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,The activities that are needed to do is in the calendar.,"sometimes, activities are locked without notifications.",Indicate the forums too in the calendar so that you can see it too easily in the to do list.
10894997813,241444183,2019-07-31 21:23:49,2019-07-31 21:31:37,130.105.185.225,,,,1789,TRM 31 - Tour and Travel Mgt,TG11-B,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,is that i can never miss a lesson in classroom,are not being specific,i would like to suggest to have a better and faster connection wifi in JRU to access canvas quickly
10894995717,241444183,2019-07-31 21:23:53,2019-07-31 21:29:13,112.201.175.170,,,,1790,PHI C102- Ethics,102 TM,01:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,
10894989231,241444183,2019-07-31 21:22:16,2019-07-31 21:26:53,110.54.167.214,,,,1791,HIS C101- Readings in Philippine History,BSTM1-1,09:30 AM,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Advance reading,gathered more ideas,
10894983643,241444183,2019-07-31 21:19:24,2019-07-31 21:24:49,175.176.26.147,,,,1792,HIS C301 - Life and Works of Rizal,203M,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Availability of it outside the campus. It is easy to access,N/A,N/A
10894975308,241444183,2019-07-31 21:16:09,2019-07-31 21:17:24,112.205.240.160,,,,1793,NST C101- National Service Training Program 1,BSHM-CMGT 102S,11:00 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,submission of activity,,
10894972179,241444183,2019-07-31 21:14:49,2019-07-31 21:15:54,112.205.240.160,,,,1794,ENG C101- Purposive Communication,BSHM-CMGT 102S,01:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,submission of activity is online,,
10894969166,241444183,2019-07-31 21:13:32,2019-07-31 21:14:35,112.205.240.160,,,,1795,PHI C102- Ethics,BSHM-CMGT 102S,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,submission of activity is online,,
10894967225,241444183,2019-07-31 21:12:24,2019-07-31 21:20:55,110.54.143.114,,,,1796,HIS C301 - Life and Works of Rizal,201K,09:00 AM,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,They are organized and Modules are well distributed,"It doesn't give us enough time to accomplish the activities, we have responsibilities and obligations as well outside the campus. What I want is to at least announce it in person advance and the time should be in a period of certain time not in a limited time.",My suggestion is in the least I like in canvas. I hope it changes the way of Professors and Facilitators of the school in this. That's all thank you.
10894964769,241444183,2019-07-31 21:11:51,2019-07-31 21:13:16,112.205.240.160,,,,1797,HIS C101- Readings in Philippine History,BSHM-CMGT 102S,03:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,submission of activity is online,online modules,
10894959777,241444183,2019-07-31 21:09:37,2019-07-31 21:11:55,112.206.204.50,,,,1798,ENG C101- Purposive Communication,102P,01:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The modules, activities and quiz.",,
10894958549,241444183,2019-07-31 21:07:53,2019-07-31 21:12:50,112.204.252.101,,,,1799,NST C101- National Service Training Program 1,102H,11:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules are already there given beforehand.,nothing,faster connection on wifi
10894951610,241444183,2019-07-31 21:05:40,2019-07-31 21:08:05,112.206.204.50,,,,1800,PSY C101 - Understanding the Self,101M,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The module, activities and quiz.",,
10894949598,241444183,2019-07-31 21:04:54,2019-07-31 21:08:30,112.201.175.115,,,,1801,FOS C101 - Strategies for Academic Success in College,Tm 102,10:30 AM,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,I read the topics everywhere,The modules,Give more time in answering quizzes
10894949187,241444183,2019-07-31 21:04:44,2019-07-31 21:09:54,112.201.175.200,,,,1802,FOS C101 - Strategies for Academic Success in College,102A,07:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,The modules,None,None
10894942108,241444183,2019-07-31 21:01:15,2019-07-31 21:06:42,112.201.138.72,,,,1803,NST C101- National Service Training Program 1,102H,11:30 AM,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,,
10894941601,241444183,2019-07-31 21:01:58,2019-07-31 21:04:16,112.201.175.115,,,,1804,HIS C101- Readings in Philippine History,Tm 102,09:00 AM,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,I can read the topics everywhere,The modules there,Give more time in answering quizzes
10894928140,241444183,2019-07-31 20:55:05,2019-07-31 20:57:34,110.54.195.70,,,,1805,TRM 35 - Heritage Tourism,401TM,03:00 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Well organized.,I can see my grades.,Notification sound is more needed.
10894926417,241444183,2019-07-31 20:54:37,2019-07-31 20:58:28,112.201.175.115,,,,1806,ENG C101- Purposive Communication,102 TM,07:30 AM,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,I can read the topics everywhere,The given modules,Give more time on answering quizzes
10894920041,241444183,2019-07-31 20:51:26,2019-07-31 20:54:38,110.54.195.70,,,,1807,TRM 33 - Tourism Impacts and Sustainability,401TM,03:00 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Well organised.,I can see my grades. So i know what to improve next time.,To have notification sound.
10894916651,241444183,2019-07-31 20:48:53,2019-07-31 20:54:41,112.201.1.0,,,,1808,NST C101- National Service Training Program 1,101I,08:30 AM,Agree,Agree,Strongly Agree,Agree,Agree,N/A,Agree,Agree,Agree,Agree,N/A,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Announcements and it is convenient,The online quiz.,
10894911713,241444183,2019-07-31 20:47:16,2019-07-31 20:51:00,112.211.3.93,,,,1809,HIS C101- Readings in Philippine History,101s,09:00 AM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Modules and discussions,codes and due dates,post codes together with the quiz
10894911558,241444183,2019-07-31 20:34:12,2019-07-31 20:51:27,112.201.65.191,,,,1810,ITC 56 - IT Professional Ethics,C12B,07:00 AM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fast,Content and Support,Add more content
10894906677,241444183,2019-07-31 20:42:08,2019-07-31 20:50:55,112.201.175.115,,,,1811,PHI C102- Ethics,102 TM,09:00 AM,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,I am able to read the topics everywhere,The modules are there,Have a more given time to answer quizzes
10894905364,241444183,2019-07-31 20:43:40,2019-07-31 20:48:17,119.94.136.89,,,,1812,HIS C101- Readings in Philippine History,HISC101102H,10:30 AM,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10894903909,241444183,2019-07-31 20:43:39,2019-07-31 20:47:08,112.205.222.146,,,,1813,HIS C101- Readings in Philippine History,103x,09:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,It is credible,None,I would to have a precise deliberation about the announcements and clear explanation with regards to assignments
10894896355,241444183,2019-07-31 20:37:57,2019-07-31 20:47:21,110.54.195.70,,,,1814,TRM 31 - Tour and Travel Mgt,401TM,03:00 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Well organised.,"I can see my grades in every activities, quizzes and exam.","To have a notification sound, so Atleast all students know that there is an incoming assignment, quizzes, etc."
10894895258,241444183,2019-07-31 20:38:23,2019-07-31 20:41:58,130.105.205.192,,,,1815,HIS C101- Readings in Philippine History,3TM,01:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,N/A,,,
10894892666,241444183,2019-07-31 20:37:35,2019-07-31 20:43:45,175.176.40.248,,,,1816,HTM C704 - Transportation Management,201TM,15:00 PM,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very accessible. Helps students to communicate with their professors and classmates. Help us to manage our lessons wel,Android app sometimes have bugs,Add more features and more intuitive and user friend UI.
10894892434,241444183,2019-07-31 20:36:26,2019-07-31 20:41:32,175.176.32.29,,,,1817,PHI C102- Ethics,102 P,10:30 AM,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,It is Helpful,Can help me in my studies,Imporove more this canvass
10894882949,241444183,2019-07-31 20:31:51,2019-07-31 20:42:45,112.205.222.146,,,,1818,FOS C101 - Strategies for Academic Success in College,103x,07:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Lessons that cannot easily see on the internet,"So far, there is nothing but I do have a difficulty in terms if cignals",I would like to ask if you can provide other vital lessons aside from the given subjects
10894880500,241444183,2019-07-31 20:32:07,2019-07-31 20:35:48,175.176.32.29,,,,1819,NST C101- National Service Training Program 1,102 P,11:00 AM,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I can acess it anywhere,It is somehow useful,To fix all problems like in theodules and quizzes
10894877207,241444183,2019-07-31 20:28:06,2019-07-31 20:35:54,180.191.143.97,,,,1820,MGT 41 - Global Business Management,C12E,12:30 PM,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Easy communication,N/A,Improve canvas apps
10894875965,241444183,2019-07-31 20:29:53,2019-07-31 20:32:18,103.17.22.154,,,,1821,FOS C101 - Strategies for Academic Success in College,105x,01:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Modules are easy to access.,none,none
10894871878,241444183,2019-07-31 20:27:46,2019-07-31 20:31:40,175.176.32.29,,,,1822,ENG C101- Purposive Communication,102 P,01:00 PM,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,It somehow Helpful,It was good,Make sure all the modules are published sometimes it is not complete
10894867046,241444183,2019-07-31 20:25:20,2019-07-31 20:30:24,180.190.118.60,,,,1823,NST C101- National Service Training Program 1,BSBA MGT- 101M,08:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
