Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44
11038745223,247032279,10/03/2019 15:05,10/03/2019 15:07,203.160.174.174,,,,898,PHI C102- Ethics,103P,3:00 PM,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Well-organized lessons,none,improve more
11038745186,247032279,10/03/2019 15:04,10/03/2019 15:07,203.160.174.174,,,,899,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Quizzes,,
11038745163,247032279,10/03/2019 15:04,10/03/2019 15:06,203.160.174.174,,,,900,FOS C101 - Strategies for Academic Success in College,101TM,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"CAN ACCESS ANYTIME, ANYWHERE",EASY TO USE,NOTIFICATION
11038745048,247032279,10/03/2019 15:04,10/03/2019 15:06,203.160.174.174,,,,901,FOS C101 - Strategies for Academic Success in College,101TM,3:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Accessible,can't be access with poor connection,make canvas a accessible without any connection
11038744750,247032279,10/03/2019 15:04,10/03/2019 15:06,203.160.174.174,,,,902,FOS C101 - Strategies for Academic Success in College,101-tm,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Convenience,Less infos,More infos
11038744725,247032279,10/03/2019 15:04,10/03/2019 15:05,203.160.174.174,,,,903,FOS C101 - Strategies for Academic Success in College,101TM,3:00 AM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038744719,247032279,10/03/2019 15:04,10/03/2019 15:07,203.160.174.174,,,,904,FOS C101 - Strategies for Academic Success in College,BSTM 1-1,3:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,,
11038744718,247032279,10/03/2019 15:04,10/03/2019 15:06,203.160.174.174,,,,905,PHI C102- Ethics,103P,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,,,
11038744645,247032279,10/03/2019 15:04,10/03/2019 15:06,114.108.241.58,,,,906,FOS C101 - Strategies for Academic Success in College,BSTM 101,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11038744464,247032279,10/03/2019 15:04,10/03/2019 15:06,203.160.174.174,,,,907,FOS C101 - Strategies for Academic Success in College,101TM,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038744463,247032279,10/03/2019 15:04,10/03/2019 15:06,203.160.174.174,,,,908,FOS C101 - Strategies for Academic Success in College,BSTM101,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11038744375,247032279,10/03/2019 15:04,10/03/2019 15:06,114.108.241.58,,,,909,PHI C102- Ethics,103P,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,none,"all of it, I prefer traditional way of teaching",REMOVE THE CANVAS
11038744370,247032279,10/03/2019 15:04,10/03/2019 15:06,114.108.241.58,,,,910,FOS C101 - Strategies for Academic Success in College,BSTM101,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,It is accessible,time limit,
11038744362,247032279,10/03/2019 15:03,10/03/2019 15:05,203.160.174.174,,,,911,PHI C102- Ethics,103P,3:00 PM,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,
11038744327,247032279,10/03/2019 15:03,10/03/2019 15:06,203.160.174.174,,,,912,PHI C102- Ethics,103P,3:00 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,,,
11038744261,247032279,10/03/2019 15:03,10/03/2019 15:05,114.108.241.58,,,,913,PHI C102- Ethics,103P,3:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038744225,247032279,10/03/2019 15:04,10/03/2019 15:05,114.108.241.58,,,,914,PHI C102- Ethics,103P,3:00 PM,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,
11038744164,247032279,10/03/2019 15:03,10/03/2019 15:05,114.108.241.58,,,,915,PHI C102- Ethics,103P,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,none  ,none,none
11038744162,247032279,10/03/2019 15:03,10/03/2019 15:08,203.160.174.174,,,,916,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Time management,,
11038744000,247032279,10/03/2019 15:03,10/03/2019 15:06,114.108.241.58,,,,917,PHI C102- Ethics,103P,3:00 PM,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,N/A,N/A,N/A,Agree,Agree,Agree,Agree,Agree,,,
11038743825,247032279,10/03/2019 15:03,10/03/2019 15:05,203.160.174.174,,,,918,PHI C102- Ethics,103P,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,accessible,"mobile app, the glitch",do a more related topic face to face discusssion
11038743823,247032279,10/03/2019 15:03,10/03/2019 15:06,114.108.241.58,,,,919,PHI C102- Ethics,103-P,3:00 PM,Agree,N/A,N/A,Agree,N/A,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,N/A,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11038743798,247032279,10/03/2019 15:03,10/03/2019 15:07,114.108.241.58,,,,920,PHI C102- Ethics,103-P,3:00 PM,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,easy to access,"having hard time to dl modules, teachers don't teach during face to face meeting","random checking of class to check prof if they are teaching, strengthen jru wifi connection PLSSSSSSS "
11038743764,247032279,10/03/2019 15:03,10/03/2019 15:05,114.108.241.58,,,,921,PHI C102- Ethics,103P,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038743661,247032279,10/03/2019 15:03,10/03/2019 15:09,114.108.241.58,,,,922,HIS C101- Readings in Philippine History,203M ,3:00 PM,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038743606,247032279,10/03/2019 15:03,10/03/2019 15:05,114.108.241.58,,,,923,FOS C101 - Strategies for Academic Success in College,BSTM-1,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,accessible anywhere ,nothing,offline canvas
11038743567,247032279,10/03/2019 15:03,10/03/2019 15:06,114.108.241.58,,,,924,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,
11038743533,247032279,10/03/2019 15:03,10/03/2019 15:06,203.160.174.174,,,,925,PHI C102- Ethics,103P,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Accessible,Mobile version has least features than desktop version,More improvement
11038743325,247032279,10/03/2019 15:03,10/03/2019 15:04,203.160.174.174,,,,926,FOS C101 - Strategies for Academic Success in College,BSTM 1-1,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11038743166,247032279,10/03/2019 15:03,10/03/2019 15:05,203.160.174.174,,,,927,FOS C101 - Strategies for Academic Success in College,BSTM1-1,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,EASILY TO SUBMIT THE ASSIGNMENTS,NONE,NONE
11038743145,247032279,10/03/2019 15:02,10/03/2019 15:06,203.160.174.174,,,,928,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,It is useful and less hassle to search,,
11038743134,247032279,10/03/2019 15:02,10/03/2019 15:07,203.160.174.174,,,,929,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038742933,247032279,10/03/2019 15:02,10/03/2019 15:06,114.108.241.58,,,,930,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038742848,247032279,10/03/2019 15:02,10/03/2019 15:05,114.108.241.58,,,,931,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,,
11038742844,247032279,10/03/2019 15:02,10/03/2019 15:05,203.160.174.174,,,,932,HIS C301 - Life and Works of Rizal,203 M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11038742806,247032279,10/03/2019 15:02,10/03/2019 15:05,114.108.241.58,,,,933,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,
11038742783,247032279,10/03/2019 15:02,10/03/2019 15:06,114.108.241.58,,,,934,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11038742695,247032279,10/03/2019 15:02,10/03/2019 15:06,203.160.174.174,,,,935,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038742614,247032279,10/03/2019 15:01,10/03/2019 15:05,114.108.241.58,,,,936,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11038742560,247032279,10/03/2019 15:02,10/03/2019 15:06,203.160.174.174,,,,937,HIS C301 - Life and Works of Rizal,203m,3:00 PM,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11038742504,247032279,10/03/2019 15:02,10/03/2019 15:05,203.160.174.174,,,,938,FOS C101 - Strategies for Academic Success in College,101TM,3:00 PM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038741714,247032279,10/03/2019 15:01,10/03/2019 15:05,203.160.174.174,,,,939,HIS C301 - Life and Works of Rizal,203-M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easily to do task,nothing,nothing
11038741501,247032279,10/03/2019 15:01,10/03/2019 15:07,203.160.174.174,,,,940,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Modules are well organized,none,none
11038741446,247032279,10/03/2019 15:01,10/03/2019 15:06,114.108.241.58,,,,941,HIS C301 - Life and Works of Rizal,203-M,3:00 PM,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Class announcements,The Deadlines of the submission,Extended Time In some quizzes 
11038740885,247032279,10/03/2019 15:01,10/03/2019 15:04,114.108.241.58,,,,942,HIS C301 - Life and Works of Rizal,203M,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,CAN EASILY ACCESS ON MODULES,SLOW CONNECTION,IMPROVE THE CANVAS MORE
11038740815,247032279,10/03/2019 15:01,10/03/2019 15:08,203.160.174.174,,,,943,HIS C301 - Life and Works of Rizal,203-M,3:00 PM,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Accessible modules,"Unable to see correct answers , Only specific answers for the example",to widen acceptable answer in exams
11038739717,247032279,10/03/2019 14:59,10/03/2019 15:05,203.160.174.174,,,,944,HIS C101- Readings in Philippine History,203-M,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Given us time to pass all activities and always give us a notification from our subject.,,
11038710319,247032279,10/03/2019 14:37,10/03/2019 14:38,110.54.214.164,,,,945,FOS C101 - Strategies for Academic Success in College,101-T,9:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038708169,247032279,10/03/2019 14:35,10/03/2019 14:36,110.54.214.164,,,,946,HIS C101- Readings in Philippine History,101-T,7:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11038706102,247032279,10/03/2019 14:33,10/03/2019 14:35,110.54.214.164,,,,947,ENG C101- Purposive Communication,101-T,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,,
11038664683,247032279,10/03/2019 13:58,10/03/2019 14:00,114.108.241.58,,,,948,TRM 35 - Heritage Tourism,401-TM,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Canvas made things easier for us students.,nothing much.,none.
